Station_ID	Site	Lives	Markets	Spat	SBox	DBox	NBox	OBox	z.Lives	z.Markets	z.Spat	z.SBox	z.DBox	z.NBox	z.OBox	p.Lives	p.Markets	p.Spat	p.SBox	p.DBox	p.NBox	p.OBox
1005	#5 Lower Edge Middle	0.980463396	0.799125952	2.222400707	-0.313663354	-0.031388923	-0.312013024	-0.078186193	1.197959867	1.254390219	2.004603324	-0.438517497	-0.169030851	-0.667883837	-0.121914787	0.231	0.21	0.045	0.661	0.866	0.504	0.903
1006	#6 Lower Edge West	0.225725914	0.616464459	0.597696646	-0.411395511	0	-0.128211061	-0.269154749	0.188463782	0.699971663	0.41775845	-0.646642682	NaN	-0.23224262	-0.350878715	0.851	0.484	0.676	0.518	NaN	0.816	0.726
1007	#7 Broad Creek	0.78868913	1.292184415	2.122207598	-0.366908878	0	-0.242472435	0.229633797	0.957830797	1.646809505	1.568582405	-0.528950961	NaN	-0.500766827	0.315696299	0.338	0.1	0.117	0.597	NaN	0.617	0.752
1008	#8 Sturgeon Bar East	0.516893731	-0.101345976	1.38052895	0.134973121	0	-0.495573157	-0.149425462	0.507549021	-0.128978225	1.230876394	0.207943258	NaN	-0.843673641	-0.24085673	0.612	0.897	0.218	0.835	NaN	0.399	0.81
1009	#9 Sturgeon Bar West	-0.299765175	-0.527700854	0.588059531	-0.41740958	0	-0.272404614	0.251434066	-0.358453418	-0.773975562	0.432585542	-0.871457011	NaN	-0.632389504	0.392236789	0.72	0.439	0.665	0.384	NaN	0.527	0.695
1010	#10 North End	0.200405902	-0.543107038	1.376922527	-0.494174395	0	-0.120281974	-0.200412974	0.135013327	-0.504174958	0.904771578	-0.666817336	NaN	-0.293903413	-0.292372254	0.893	0.614	0.366	0.505	NaN	0.769	0.77
1011	#11 Parrot Rock East	0.109585666	-0.312319151	1.182805772	0.474699445	0	-0.326608042	0.036606305	0.089676271	-0.328727011	0.903465709	0.762755691	NaN	-0.694636601	0.051872697	0.929	0.742	0.366	0.446	NaN	0.487	0.959
1012	#12 Parrot Rock West	-0.425622206	-0.228325499	0.141973068	0.148454654	0	-0.08258205	-0.142065684	-0.35223446	-0.332316562	0.09844252	0.267528283	NaN	-0.295487448	-0.221751122	0.725	0.74	0.922	0.789	NaN	0.768	0.825
1013	#13 Temple Bay 1	0.858383751	0.25123311	1.553175682	-0.46038322	0	-0.244380921	0.13443559	0.810608331	0.270572665	1.367267773	-0.835021102	NaN	-0.601075768	0.22686795	0.418	0.787	0.172	0.404	NaN	0.548	0.821
1014	#14 Temple Bay 2	-0.265438605	-0.006705298	-0.145822959	-0.230597317	0	-0.181603076	0.303858108	-0.353320832	-0.007491495	-0.121647822	-0.486347581	NaN	-0.520283979	0.415591693	0.724	0.994	0.903	0.627	NaN	0.603	0.678
1015	#15 Temple Bay 3	0.504296378	0.170079163	0.73572002	-0.209529955	0	-0.178237846	0.120991875	0.439911288	0.208484372	0.566737655	-0.386151009	NaN	-0.579882519	0.196290517	0.66	0.835	0.571	0.699	NaN	0.562	0.844
1016	#16 Temple Bay 4	1.210608599	0.508576599	1.511439865	-0.430838255	0	-0.230952246	-0.436788091	1.242373677	0.719779735	1.223377419	-0.769497796	NaN	-0.509263854	-0.633169614	0.214	0.472	0.221	0.442	NaN	0.611	0.527
1017	#17 Temple Bay 5	0.526184435	0.653392628	0.981230192	-0.354986664	0	-0.209626769	0.15237516	0.696795809	0.699763917	1.136708835	-0.645827416	NaN	-0.611696682	0.193813568	0.486	0.484	0.256	0.518	NaN	0.541	0.846
1018	#18 Drumming Ground Offshore	0.136835267	-1.031597568	1.984621813	-0.442705663	-0.253285366	-0.218171593	-0.107194627	0.133524985	-1.013502047	1.532810075	-0.70034671	-0.49837018	-0.480237979	-0.150885059	0.894	0.311	0.125	0.484	0.618	0.631	0.88
1019	#19 Drumming Ground Inshore	1.636338185	0.976067478	1.530451507	-0.612614001	-0.034657359	0.030619281	0.240712235	1.456305395	1.053499401	1.071990021	-0.758623092	-0.227495903	0.070981515	0.354495619	0.145	0.292	0.284	0.448	0.82	0.943	0.723
1020	#20 Corrotoman C-1	0.418681253	-0.332392844	0.712751749	-0.350132406	0	0.008219488	0.067733659	0.502427794	-0.351629894	0.565088997	-0.580795166	NaN	0.027606681	0.129088658	0.615	0.725	0.572	0.561	NaN	0.978	0.897
1021	#21 Corrotoman C-2	-0.215072626	-0.125112268	-0.090697147	-0.147887999	0	-0.110605743	0.046693799	-0.179466903	-0.189587015	-0.060058797	-0.288672213	NaN	-0.39245358	0.083553181	0.858	0.85	0.952	0.773	NaN	0.695	0.933
1022	#22 Corrotoman C-3	0.949528028	0.374144676	1.807237525	0.049671856	0	-0.059412615	-0.414600855	1.094671736	0.540881879	2.000934932	0.099473214	NaN	-0.301780431	-0.583857425	0.274	0.589	0.045	0.921	NaN	0.763	0.559
1023	#23 Middle Ground	0.022442115	-0.535789166	1.869752964	0.160309842	0	-0.130409948	0.279736098	0.027118345	-0.795362351	1.969241376	0.403994919	NaN	-0.381406396	0.46646589	0.978	0.426	0.049	0.686	NaN	0.703	0.641
1024	#24 Ferry Rock	0.996141847	1.301313304	1.48533732	-0.791750497	-0.138629436	-0.04934917	-0.236389095	0.882228664	1.357008111	0.705160125	-0.95649188	-0.423021712	-0.120640217	-0.342527194	0.378	0.175	0.481	0.339	0.672	0.904	0.732
1025	#25 Larson's Bay	-0.462599218	-0.500948677	0.139722342	-0.402814562	-0.019804205	-0.33819276	-0.537575482	-0.313476552	-0.473143987	0.102322639	-0.753426764	-0.169030851	-0.659738176	-0.617369808	0.754	0.636	0.919	0.451	0.866	0.509	0.537
1026	#26 Mosquito Island	0.683203055	0.15183224	0.77519378	-0.181603076	0	-0.03960841	-0.059412615	1.016625963	0.678580187	0.637573048	-0.468748559	NaN	-0.242640596	-0.301780431	0.309	0.497	0.524	0.639	NaN	0.808	0.763
1028	#28 Broad Creek Inshore	0.893072801	0.885824576	1.591649148	0.053037085	0	0.008219488	-0.058285047	0.931045216	1.008326238	1.245397755	0.084452076	NaN	0.024620517	-0.090906731	0.352	0.313	0.213	0.933	NaN	0.98	0.928
1029	#27-1 Butler's Hole East	1.593888787	1.027174106	1.746959755	-0.472168055	-0.019804205	-0.003107094	-0.129005147	1.370021505	1.262095322	1.22167752	-0.699870218	-0.169030851	-0.007034332	-0.167170048	0.171	0.207	0.222	0.484	0.866	0.994	0.867
1030	#18.1 Drumming Ground Off Add	0.296914015	-1.645332131	2.262516847	-0.428632392	-0.353142707	-0.252600409	-0.298208704	0.279193848	-1.94373103	1.867508466	-0.619448735	-0.62560465	-0.643979019	-0.425262497	0.78	0.052	0.062	0.536	0.532	0.52	0.671
1031	#29 Whiting Creek	0.06478121	1.36E-04	-0.188936987	-0.276808919	0	-0.133775178	-0.835311469	0.082741982	1.71E-04	-0.196781534	-0.529724289	NaN	-0.392211021	-0.875791479	0.934	1	0.844	0.596	NaN	0.695	0.381
1032	#30 Whitehouse East	0.01276876	-0.369241571	0.962685546	-0.275421446	-0.245547264	-0.110605743	-0.351073877	0.0119647	-0.387233156	0.873291484	-0.352376328	-0.444751849	-0.39245358	-0.42875234	0.99	0.699	0.383	0.725	0.656	0.695	0.668
1033	#31 Whitehouse West	1.83277487	1.535019156	1.522037224	-0.564815008	0	-0.062777845	0.413429965	1.407728412	1.579323086	0.950038172	-0.67461846	NaN	-0.175362708	0.448316009	0.159	0.114	0.342	0.5	NaN	0.861	0.654
1034	#32 Hog House Inshore	0.305317333	-0.455102564	0.884538501	-0.338095945	0	-0.110605743	-0.229374725	0.334498124	-0.460714389	0.875387717	-0.501919535	NaN	-0.39245358	-0.296206097	0.738	0.645	0.381	0.616	NaN	0.695	0.767
1035	#33 Hog House Offshore	0.797883954	-0.489659289	0.081782122	-0.440579015	0	-0.181603076	-0.159859889	0.901481439	-0.450513843	0.097052453	-0.773126298	NaN	-0.520283979	-0.230566325	0.367	0.652	0.923	0.439	NaN	0.603	0.818
1036	#34 Little Wicks A	1.207472011	0.785392607	1.155242324	-0.232796204	0	-0.031388923	0.175098489	1.310405639	1.033818116	1.349426638	-0.601831424	NaN	-0.169030851	0.375164957	0.19	0.301	0.177	0.547	NaN	0.866	0.708
1037	#35 Little Wicks B	1.015101308	0.569490403	0.419006176	-0.28884359	0	-0.019804205	0.26735677	1.143338002	0.890126229	0.528622642	-0.662930878	NaN	-0.169030851	1.194891199	0.253	0.373	0.597	0.507	NaN	0.866	0.232
1039	#36.2 Big Wicks B	0.284090636	0.284116018	-0.255280517	-0.130409948	0	-0.051193128	-0.166203176	0.430886706	0.508239808	-0.286729368	-0.381406396	NaN	-0.236308171	-0.397351505	0.667	0.611	0.774	0.703	NaN	0.813	0.691
1040	#36.3 Big Wicks C	0.285030107	0.485163818	-0.285727157	-0.201407281	0	0	-0.133517042	0.35982509	0.626273877	-0.377990866	-0.562608133	NaN	NaN	-0.305031737	0.719	0.531	0.705	0.574	NaN	NaN	0.76
1044	#37 Stove Point	1.079099692	0.519230046	-0.54103282	-0.181603076	0	-0.059412615	-0.021293234	1.236034148	0.698102569	-0.588757636	-0.520283979	NaN	-0.301780431	-0.04823173	0.216	0.485	0.556	0.603	NaN	0.763	0.962
1045	#38 Smokey Point	0.80372578	-0.182869814	-0.02783656	-0.181603076	0	-0.031388923	-0.216002299	1.054385548	-0.249635794	-0.030022248	-0.468748559	NaN	-0.169030851	-0.398977845	0.292	0.803	0.976	0.639	NaN	0.866	0.69
1047	#39.2 Waterview B	0.859516741	0.660795286	-0.298483076	-0.196198094	0	-0.059412615	-0.29715987	1.23833687	0.89850129	-0.300073759	-0.409190682	NaN	-0.301780431	-0.582551935	0.216	0.369	0.764	0.682	NaN	0.763	0.56
1048	#39.3 Waterview C	0.929089326	0.402062326	-0.30875124	-0.153579383	0	-0.090801538	0.178900483	1.503108231	0.670491157	-0.322918609	-0.435070718	NaN	-0.344668005	0.385517608	0.133	0.503	0.747	0.664	NaN	0.73	0.7
1053	#27-2 Butler's Hole West	0.51310425	1.264006011	1.255561418	-0.024176267	0	0.140118465	0.620473092	0.480690085	1.453395701	0.851427601	-0.031547852	NaN	0.277481579	0.874522313	0.631	0.146	0.395	0.975	NaN	0.781	0.382
1054	#40 Drumming Ground Sanctuary	1.747280774	0.661336047	1.246725501	-0.15748661	-0.019804205	-0.168174401	-0.077653446	1.199164863	0.643381994	0.697314968	-0.173004431	-0.169030851	-0.419832335	-0.09621403	0.23	0.52	0.486	0.863	0.866	0.675	0.923
1055	#41 Drumming Ground Sanctuary	-0.732460397	-0.482109826	-0.036242641	-0.248058833	0	-0.072962861	-0.35080849	-0.493977505	-0.474807998	-0.025820191	-0.339988379	NaN	-0.338453961	-0.525408543	0.621	0.635	0.979	0.734	NaN	0.735	0.599
1056	#42 Corrotoman Sanctuary	-0.615580658	-0.756728582	0.210466724	-0.089758287	0	-0.019254088	0.097774454	-0.509030515	-0.741910318	0.161101876	-0.193171434	NaN	-0.166666667	0.122069912	0.611	0.458	0.872	0.847	NaN	0.868	0.903
1057	#43 Temple Bay Sanctuary	0.928284845	0.780494868	0.15591149	-0.606782191	0	-0.241015691	-0.195471554	0.724920655	0.902494956	0.098107578	-1.010356439	NaN	-0.545929466	-0.25218603	0.469	0.367	0.922	0.312	NaN	0.585	0.801
1058	#44 Parrots Rock Sanctuary	-0.514509276	-0.340216787	-0.361336765	-0.618972686	0	-0.306803837	-0.66021298	-0.451021204	-0.425583231	-0.305728671	-0.846406133	NaN	-0.654321294	-1.152124819	0.652	0.67	0.76	0.397	NaN	0.513	0.249
1059	#45 Upper Sturgeon Sanctuary	0.230847195	0.351747724	1.608750335	0.021732621	0	-0.468602708	-0.108783776	0.239065699	0.320254604	1.264074131	0.031446286	NaN	-0.83210149	-0.130290812	0.811	0.749	0.206	0.975	NaN	0.405	0.896
1060	#46 Lower Sturgeon Sanctuary	0.560705151	0.322634274	1.691520817	0.157009184	0	-0.194934937	-0.075424724	0.507037412	0.346952803	1.411889649	0.271533874	NaN	-0.411852161	-0.118565634	0.612	0.729	0.158	0.786	NaN	0.68	0.906
1061	#47 Broad Creek Sanctuary	-0.421575314	-0.255254189	0.914552686	-0.451077386	-0.019804205	-0.239268527	-0.320275904	-0.373886679	-0.267612964	0.639787787	-0.656727606	-0.169030851	-0.428260621	-0.400910942	0.708	0.789	0.522	0.511	0.866	0.668	0.688
1062	#48 Upper Larson's Sanctuary	1.418003826	0.196777779	1.029237655	-0.431554645	0	0.037861267	-0.249768052	0.926733708	0.18112371	0.651027374	-0.652463719	NaN	0.092650103	-0.285671636	0.354	0.856	0.515	0.514	NaN	0.926	0.775
1063	#49 Lower Larson's Sanctuary	0.682031932	0.149502711	1.233621355	-0.31829174	0	-0.009966631	-0.839459074	0.515348129	0.146540252	1.008233385	-0.517954916	NaN	-0.024415068	-1.077374436	0.606	0.883	0.313	0.604	NaN	0.981	0.281
1064	#50 Butler's Hole Sanctuary	0.97464006	1.099481125	0.838984324	-0.589217105	-0.110605743	-0.544244397	-0.094244424	0.603517799	1.020034797	0.48841849	-0.697909459	-0.283246216	-0.68223221	-0.11156717	0.546	0.308	0.625	0.485	0.777	0.495	0.911
1065	#51 Mill Creek Sanctuary	1.42173609	0.978941036	2.445219361	0.835251825	0	-0.057762265	0.242062445	0.946493434	0.991735664	1.592423709	1.2714564	NaN	-0.226206964	0.335433168	0.344	0.321	0.111	0.204	NaN	0.821	0.737
1066	Bush Park	0.247991171	0.566350923	0.89883763	0.323210569	0	-0.221211486	-0.709529907	0.19078074	0.628776785	0.723335219	0.638604472	NaN	-0.605046964	-0.957068185	0.849	0.529	0.469	0.523	NaN	0.545	0.339
1067	Butler's Hole gravel plant	0.489454625	0.03012299	0.838151451	0.071508997	0	-0.36921868	-0.750919438	0.32356294	0.021338473	0.403653985	0.067786676	NaN	-0.418507197	-0.752026226	0.746	0.983	0.686	0.946	NaN	0.676	0.452
1068	Bush Park 2018 (Stone)	1.556412251	-0.255965638	1.367312666	-0.130898676	0	0	-0.469059192	1.828279382	-0.505191755	1.313164772	-0.212853338	NaN	NaN	-0.761945406	0.068	0.613	0.189	0.831	NaN	NaN	0.446
1110	#5 H-1 Fox Island	0.117688809	-0.483778527	0.802129701	-0.232796204	0.315010969	-0.03960841	-0.191472893	0.131423795	-0.785091499	0.706510569	-0.601831424	1.454094897	-0.242640596	-0.375799979	0.895	0.432	0.48	0.547	0.146	0.808	0.707
1111	#7 H-1 Thoroughfare	0.937145996	-0.48082052	0.530922406	-0.016084046	0.079216821	0.072841291	0.040928107	0.897022961	-0.620181237	0.427051056	-0.036353064	0.402373908	0.248588284	0.059810564	0.37	0.535	0.669	0.971	0.687	0.804	0.952
1112	#7 H-4 Thoroughfare	-0.332687176	-0.714964966	0.640271221	0.140247522	0.506451618	0	-0.082820278	-0.377552132	-1.022837514	0.684097515	0.532356992	1.922408724	NaN	-0.13570901	0.706	0.306	0.494	0.594	0.055	NaN	0.892
1113	#7 H-5 Thoroughfare	1.628878491	1.03061783	0.51900465	0.068841486	0.122093667	0.297725714	-0.500904968	1.675816847	1.206841542	0.377146962	0.158750075	0.563586022	0.759711401	-0.739995062	0.094	0.227	0.706	0.874	0.573	0.447	0.459
1114	#7 H-2 Thoroughfare	-0.10509013	-0.734585596	-0.152134398	0.103875284	-0.150214153	0.28547836	-0.510224408	-0.114156407	-0.772834574	-0.146485802	0.214380176	-0.42432984	0.958832266	-0.663274592	0.909	0.44	0.884	0.83	0.671	0.338	0.507
1115	#7 H-3 Thoroughfare	1.00400876	0.39055925	0.813465735	-0.07286359	0.117078087	0.199605552	-0.373753139	0.926871345	0.473377614	0.59692238	-0.145234531	0.357492353	0.811101133	-0.544888028	0.354	0.636	0.551	0.885	0.721	0.417	0.586
1124	#8 H-1 California	0.829329281	0.018332705	0.880184009	0.310233616	0.074265769	-0.201407281	-0.57361563	1.142001875	0.02408738	0.826051757	0.905270232	0.301780431	-0.562608133	-0.742429465	0.253	0.981	0.409	0.365	0.763	0.574	0.458
1125	#8 H-2 California	-0.07809777	-1.124302103	0.587687901	-0.216099092	0.164047329	-0.130409948	-0.920547079	-0.082232804	-1.55150025	0.477448771	-0.421916483	0.499896041	-0.438006111	-1.414868436	0.934	0.121	0.633	0.673	0.617	0.661	0.157
1126	#8 H-3 California	0.632700448	0.197399602	1.231857608	0.280169967	0.30696518	-0.099021026	-0.734802893	0.697140703	0.234995181	1.32515941	0.593135554	1.88046462	-0.402373908	-1.12956106	0.486	0.814	0.185	0.553	0.06	0.687	0.259
1127	#8 H-4 California	0.599478112	0.215475729	0.833759481	-0.12892092	-0.130409948	-0.031388923	-0.538472473	0.547394899	0.25249849	0.620759485	-0.289292246	-0.438006111	-0.097026058	-0.733451235	0.584	0.801	0.535	0.772	0.661	0.923	0.463
1128	Johnson's Rock	0.755664139	0.284851575	0.888617694	0.011510207	0.155984175	-0.150756513	-0.138861958	0.605342687	0.301890893	0.597115763	0.016292378	0.366134786	-0.331143835	-0.169096975	0.545	0.763	0.55	0.987	0.714	0.741	0.866
1129	Hurley's	2.38660631	0.404535728	2.016427339	0.168162045	0.196185738	0.442293915	0.356976361	2.284466445	0.630653603	1.908899299	0.529304998	0.606428231	3.775022338	0.600561448	0.022	0.528	0.056	0.597	0.544	0	0.548
1130	Cod Harbour	2.028849173	1.426641594	0.567025571	-0.231171142	-0.037467415	0.037213874	-0.049207722	1.298254532	1.528513927	0.411985346	-0.579275516	-0.235793248	0.104401873	-0.063755602	0.194	0.126	0.68	0.562	0.814	0.917	0.949
1207	PG13 H-1	2.340054298	-0.220272271	2.431164074	0.082051941	-0.121368512	0.128727334	-0.173924335	2.402125684	-0.294770258	2.056263815	0.205485009	-0.387530345	0.612825877	-0.342918977	0.016	0.768	0.04	0.837	0.698	0.54	0.732
1208	PG13 H-2	2.348502208	0.317349664	2.224211975	0.360424404	-0.123475722	0.211091996	0.425639286	2.133245009	0.382960931	2.341116918	1.081994132	-0.341707239	0.944744308	0.776680031	0.033	0.702	0.019	0.279	0.733	0.345	0.437
1209	PG13 H-3	1.912191623	-0.118610862	2.751233614	0.450514418	0.395889926	0.317110503	-0.610967892	1.903215852	-0.133852042	2.587071043	1.355172881	2.084121913	1.305223727	-1.02616711	0.057	0.894	0.01	0.175	0.037	0.192	0.305
1210	PG13 H-4	2.246364194	0.012742114	2.992819362	0.603534918	-0.069314718	0.073935699	-0.112942989	2.138429748	0.013518044	2.65511041	1.739122859	-0.274562589	0.44463353	-0.20112702	0.032	0.989	0.008	0.082	0.784	0.657	0.841
1211	Onancock (18.1)	0.699226767	0.582910333	0.951166922	-0.138726229	0.144904811	-0.099021026	0.43758363	0.717290936	1.224824183	0.771253452	-0.262369033	0.349402514	-0.402373908	0.836449284	0.473	0.221	0.441	0.793	0.727	0.687	0.403
1213	Parker's Rock	1.456286768	-0.258549067	1.756969328	0.083485233	-0.097130946	0.060072756	-0.257732627	1.544575422	-0.509443618	1.463873932	0.140648621	-0.222063847	0.316246861	-0.541997238	0.122	0.61	0.143	0.888	0.824	0.752	0.588
1214	PG13 H-5	0.850368083	0.408161071	1.235308551	0.136281822	-0.110805112	0	-0.261566068	0.998861586	0.747211704	1.099445297	0.389850998	-0.342684774	NaN	-0.661622715	0.318	0.455	0.272	0.697	0.732	NaN	0.508
1220	Public Ground #9 H-1	-1.025781119	-0.471611103	-0.118313894	-0.07742402	0	-0.063561077	-0.425062501	-1.04776906	-0.78798132	-0.165515933	-0.322221444	NaN	-0.284468225	-0.761141385	0.295	0.431	0.869	0.747	NaN	0.776	0.447
1221	Public Ground #9 H-2	0.004967678	-0.320966295	-0.391653318	-0.075905902	0	-0.013591121	0.168712151	0.004275525	-0.386774733	-0.496078096	-0.275491207	NaN	-0.140028008	0.290919549	0.997	0.699	0.62	0.783	NaN	0.889	0.771
1222	Public Ground #10 H-1	1.35979426	-0.191993956	0.738450782	-0.047786666	0	-0.026659507	-0.086621667	1.373317848	-0.284288093	0.81854541	-0.238401635	NaN	-0.198067588	-0.176587443	0.17	0.776	0.413	0.812	NaN	0.843	0.86
1223	Public Ground #10 H-2	-0.010793457	0.328213772	-0.069379247	-0.019804205	0	0	-0.247391222	-0.013381112	0.758821606	-0.135879898	-0.169030851	NaN	NaN	-0.578155257	0.989	0.448	0.892	0.866	NaN	NaN	0.563
1225	Public Ground 11-1	1.228540696	0.150134658	0.70836323	-0.062122666	0	0.161847267	0.237305275	0.855619825	0.129116458	0.7320236	-0.273406029	NaN	1.476759951	0.325435545	0.392	0.897	0.464	0.785	NaN	0.14	0.745
1301	COE 1&2	-0.975559025	-0.323944124	-0.381768821	-0.229430974	0	-0.110605743	0.518069369	-0.440827973	-0.254366752	-0.18110695	-0.590651537	NaN	-0.39245358	0.570942979	0.659	0.799	0.856	0.555	NaN	0.695	0.568
1303	COE 3	-0.645091181	0.281505296	-0.929128516	-0.237200509	0	-0.181603076	0.404444449	-0.291118259	0.249626862	-0.419930842	-0.518561168	NaN	-0.430009522	0.381996064	0.771	0.803	0.675	0.604	NaN	0.667	0.702
1304	COE 4	-1.543447698	-0.670888369	-1.203220714	-0.439936933	0	-0.150214153	1.542762735	-0.72158252	-0.537160606	-0.544879038	-0.692331934	NaN	-0.48216848	2.034343037	0.471	0.591	0.586	0.489	NaN	0.63	0.042
1308	COE 8	0.016465587	0.066838575	0.771619773	0.085007522	0	-0.113731793	1.085881937	0.011247983	0.109819374	0.495262581	0.254961508	NaN	-0.324759118	1.584698524	0.991	0.913	0.62	0.799	NaN	0.745	0.113
1309	COE 9	-1.647947215	-0.799457155	-0.374951864	-0.417764509	0	-0.2851252	0.694593852	-1.218929148	-0.75433257	-0.25679521	-0.690617322	NaN	-0.454983679	0.782244371	0.223	0.451	0.797	0.49	NaN	0.649	0.434
1310	COE 10	-0.263844771	0.231685856	-0.039372186	0.117078087	0	-0.070997333	-0.354534921	-0.153597567	0.251366179	-0.029815424	0.277305423	NaN	-0.293358459	-0.423835404	0.878	0.802	0.976	0.782	NaN	0.769	0.672
1311	COE 11	-0.880726877	-0.94128175	0.183322554	-0.015303198	0	-0.330324943	-0.011760497	-0.508830616	-0.7938476	0.11730056	-0.029079188	NaN	-0.488452948	-0.011195276	0.611	0.427	0.907	0.977	NaN	0.625	0.991
1312	COE 12	-0.4062541	-0.141189784	-0.187122137	-0.193187793	0	0	-0.150214153	-0.415173735	-0.229184721	-0.159304992	-0.396004625	NaN	NaN	-0.267124091	0.678	0.819	0.873	0.692	NaN	NaN	0.789
1313	COE 13	-0.695857711	0.095082471	-1.19857413	-0.492442042	0	0.26329476	-0.575539485	-0.536823052	0.07993907	-0.678108658	-0.503023859	NaN	0.733344531	-0.67153376	0.591	0.936	0.498	0.615	NaN	0.463	0.502
1315	COE 15	0.516966807	0.334174211	0.531655443	0	0	0	0.800468956	0.7012837	0.757412602	1.354254725	NaN	NaN	NaN	2.860168691	0.483	0.449	0.176	NaN	NaN	NaN	0.004
1316	COE 16	-0.082591996	-0.321451162	0.570829764	-0.222250562	0	-0.306803837	-0.840338159	-0.124472624	-0.413309414	0.474775089	-0.31501683	NaN	-0.596381641	-1.170032642	0.901	0.679	0.635	0.753	NaN	0.551	0.242
1501	#1 Eastern Branch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1502	#2 Eastern Branch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1503	#3 Eastern Branch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1504	#4 Eastern Branch	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1506	#2 Broad Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1507	#3 Broad Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1508	#1 Linkhorn Bay North	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1509	#1 Linkhorn Bay South	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1510	#2 Linkhorn Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1511	#3 Linkhorn Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1512	#4 Linkhorn Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1513	#5 Linkhorn Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
